Entity;Week;Day;Flights;Flights (7-day moving average);Day 2019;Flights 2019 (Reference);% vs 2019 (Daily);% vs 2019 (7-day Moving Average);Day Previous Year;Flights Previous Year
LOT;50;2021-12-13;240;215;2019-12-16;385;-37,66%;-40,44%;2020-12-14;123
LOT;50;2021-12-14;202;215,6;2019-12-17;374;-45,99%;-40,33%;2020-12-15;66
LOT;50;2021-12-15;241;217,6;2019-12-18;379;-36,41%;-39,71%;2020-12-16;106
LOT;50;2021-12-16;249;219,3;2019-12-19;374;-33,42%;-39,16%;2020-12-17;98
LOT;50;2021-12-17;252;221,4;2019-12-20;390;-35,38%;-38,83%;2020-12-18;122
LOT;50;2021-12-18;215;227,4;2019-12-21;310;-30,65%;-37,12%;2020-12-19;93
LOT;50;2021-12-19;221;231,4;2019-12-22;319;-30,72%;-35,99%;2020-12-20;118
LOT;51;2021-12-20;259;234,1;2019-12-23;378;-31,48%;-35,06%;2020-12-21;143
LOT;51;2021-12-21;226;237,6;2019-12-24;302;-25,17%;-32,18%;2020-12-22;95
LOT;51;2021-12-22;244;238;2019-12-25;303;-19,47%;-29,88%;2020-12-23;117
LOT;51;2021-12-23;256;239;2019-12-26;361;-29,09%;-29,20%;2020-12-24;94
LOT;51;2021-12-24;224;235;2019-12-27;388;-42,27%;-30,33%;2020-12-25;90
LOT;51;2021-12-25;178;229,7;2019-12-28;307;-42,02%;-31,81%;2020-12-26;84
LOT;51;2021-12-26;224;230,1;2019-12-29;319;-29,78%;-31,68%;2020-12-27;103
LOT;52;2021-12-27;260;230,3;2019-12-30;376;-30,85%;-31,58%;2020-12-28;136
LOT;52;2021-12-28;223;229,9;2019-12-31;304;-26,64%;-31,76%;2020-12-29;86
LOT;52;2021-12-29;249;230,6;2020-01-01;311;-19,94%;-31,78%;2020-12-30;99
LOT;52;2021-12-30;250;229,7;2020-01-02;378;-33,86%;-32,52%;2020-12-31;51
LOT;52;2021-12-31;212;228;2020-01-03;385;-44,94%;-32,94%;2021-01-01;85
LOT;52;2022-01-01;149;223,9;2019-01-05;296;-49,66%;-33,85%;2021-01-02;82
LOT;52;2022-01-02;226;224,1;2019-01-06;316;-28,48%;-33,69%;2021-01-03;112
LOT;1;2022-01-03;260;224,1;2019-01-07;386;-32,64%;-33,96%;2021-01-04;142
LOT;1;2022-01-04;228;224,9;2019-01-08;358;-36,31%;-35,23%;2021-01-05;90
LOT;1;2022-01-05;238;223,3;2019-01-09;363;-34,44%;-37,03%;2021-01-06;103
LOT;1;2022-01-06;243;222,3;2019-01-10;372;-34,68%;-37,16%;2021-01-07;98
LOT;1;2022-01-07;244;226,9;2019-01-11;370;-34,05%;-35,47%;2021-01-08;117
LOT;1;2022-01-08;204;234,7;2019-01-12;298;-31,54%;-33,29%;2021-01-09;89
LOT;1;2022-01-09;223;234,3;2019-01-13;311;-28,30%;-33,28%;2021-01-10;110
LOT;2;2022-01-10;247;232,4;2019-01-14;371;-33,42%;-33,40%;2021-01-11;130
LOT;2;2022-01-11;208;229,6;2019-01-15;346;-39,88%;-33,90%;2021-01-12;81
LOT;2;2022-01-12;227;228;2019-01-16;336;-32,44%;-33,61%;2021-01-13;97
LOT;2;2022-01-13;233;226,6;2019-01-17;360;-35,28%;-33,70%;2021-01-14;95
LOT;2;2022-01-14;226;224;2019-01-18;358;-36,87%;-34,12%;2021-01-15;105
LOT;2;2022-01-15;171;219,3;2019-01-19;291;-41,24%;-35,31%;2021-01-16;69
LOT;2;2022-01-16;176;212,6;2019-01-20;305;-42,30%;-37,14%;2021-01-17;97
LOT;3;2022-01-17;222;209;2019-01-21;374;-40,64%;-38,27%;2021-01-18;115
LOT;3;2022-01-18;174;204,1;2019-01-22;348;-50,00%;-39,76%;2021-01-19;51
LOT;3;2022-01-19;182;197,7;2019-01-23;363;-49,86%;-42,31%;2021-01-20;92
LOT;3;2022-01-20;196;192,4;2019-01-24;370;-47,03%;-44,08%;2021-01-21;76
LOT;3;2022-01-21;196;188,1;2019-01-25;360;-45,56%;-45,38%;2021-01-22;102
LOT;3;2022-01-22;152;185,4;2019-01-26;296;-48,65%;-46,27%;2021-01-23;59
LOT;3;2022-01-23;171;184,7;2019-01-27;306;-44,12%;-46,50%;2021-01-24;86
LOT;4;2022-01-24;198;181,3;2019-01-28;368;-46,20%;-47,37%;2021-01-25;77
LOT;4;2022-01-25;161;179,4;2019-01-29;347;-53,60%;-47,88%;2021-01-26;21
LOT;4;2022-01-26;175;178,4;2019-01-30;358;-51,12%;-48,07%;2021-01-27;55
LOT;4;2022-01-27;187;177,1;2019-01-31;363;-48,48%;-48,29%;2021-01-28;63
Lufthansa Airlines;39;2021-10-01;952;882;2019-10-04;1565;-39,17%;-43,89%;2020-10-02;564
Lufthansa Airlines;39;2021-10-02;1034;890,1;2019-10-05;1514;-31,70%;-43,28%;2020-10-03;528
Lufthansa Airlines;39;2021-10-03;1027;895;2019-10-06;1527;-32,74%;-42,88%;2020-10-04;531
Lufthansa Airlines;40;2021-10-04;910;905,3;2019-10-07;1608;-43,41%;-42,20%;2020-10-05;517
Lufthansa Airlines;40;2021-10-05;827;915,1;2019-10-08;1591;-48,02%;-41,56%;2020-10-06;428
Lufthansa Airlines;40;2021-10-06;849;924,3;2019-10-09;1594;-46,74%;-40,85%;2020-10-07;473
Lufthansa Airlines;40;2021-10-07;931;932,9;2019-10-10;1609;-42,14%;-40,68%;2020-10-08;484
Lufthansa Airlines;40;2021-10-08;959;933,9;2019-10-11;1630;-41,17%;-40,96%;2020-10-09;556
Lufthansa Airlines;40;2021-10-09;1036;934,1;2019-10-12;1512;-31,48%;-40,94%;2020-10-10;532
Lufthansa Airlines;40;2021-10-10;1035;935,3;2019-10-13;1526;-32,18%;-40,86%;2020-10-11;524
Lufthansa Airlines;41;2021-10-11;928;937,9;2019-10-14;1605;-42,18%;-40,68%;2020-10-12;511
Lufthansa Airlines;41;2021-10-12;872;944,3;2019-10-15;1599;-45,47%;-40,32%;2020-10-13;417
Lufthansa Airlines;41;2021-10-13;843;943,4;2019-10-16;1580;-46,65%;-40,29%;2020-10-14;478
Lufthansa Airlines;41;2021-10-14;927;942,9;2019-10-17;1615;-42,60%;-40,36%;2020-10-15;475
Lufthansa Airlines;41;2021-10-15;987;946,9;2019-10-18;1608;-38,62%;-39,99%;2020-10-16;559
Lufthansa Airlines;41;2021-10-16;1045;948,1;2019-10-19;1499;-30,29%;-39,84%;2020-10-17;539
Lufthansa Airlines;41;2021-10-17;1029;947,3;2019-10-20;1471;-30,05%;-39,59%;2020-10-18;519
Lufthansa Airlines;42;2021-10-18;906;944,1;2019-10-21;1626;-44,28%;-39,91%;2020-10-19;500
Lufthansa Airlines;42;2021-10-19;837;939,1;2019-10-22;1607;-47,92%;-40,27%;2020-10-20;393
Lufthansa Airlines;42;2021-10-20;849;940;2019-10-23;1593;-46,70%;-40,28%;2020-10-21;467
Lufthansa Airlines;42;2021-10-21;914;938,1;2019-10-24;1613;-43,34%;-40,39%;2020-10-22;489
Lufthansa Airlines;42;2021-10-22;989;938,4;2019-10-25;1598;-38,11%;-40,32%;2020-10-23;544
Lufthansa Airlines;42;2021-10-23;1048;938,9;2019-10-26;1486;-29,48%;-40,22%;2020-10-24;504
Lufthansa Airlines;42;2021-10-24;1028;938,7;2019-10-27;1360;-24,41%;-39,62%;2020-10-25;539
Lufthansa Airlines;43;2021-10-25;895;937,1;2019-10-28;1491;-39,97%;-38,97%;2020-10-26;517
Lufthansa Airlines;43;2021-10-26;808;933;2019-10-29;1456;-44,51%;-38,37%;2020-10-27;436
Lufthansa Airlines;43;2021-10-27;834;930,9;2019-10-30;1487;-43,91%;-37,89%;2020-10-28;465
Lufthansa Airlines;43;2021-10-28;882;926,3;2019-10-31;1487;-40,69%;-37,44%;2020-10-29;493
Lufthansa Airlines;43;2021-10-29;950;920,7;2019-11-01;1407;-32,48%;-36,65%;2020-10-30;547
Lufthansa Airlines;43;2021-10-30;1004;914,4;2019-11-02;1294;-22,41%;-35,87%;2020-10-31;486
Lufthansa Airlines;43;2021-10-31;966;905,6;2019-11-03;1373;-29,64%;-36,58%;2020-11-01;518
Lufthansa Airlines;44;2021-11-01;980;917,7;2019-11-04;1506;-34,93%;-35,82%;2020-11-02;441
Lufthansa Airlines;44;2021-11-02;905;931,6;2019-11-05;1472;-38,52%;-34,96%;2020-11-03;335
Lufthansa Airlines;44;2021-11-03;934;945,9;2019-11-06;1497;-37,61%;-34,03%;2020-11-04;384
Lufthansa Airlines;44;2021-11-04;937;953,7;2019-11-07;807;16,11%;-28,64%;2020-11-05;402
Lufthansa Airlines;44;2021-11-05;986;958,9;2019-11-08;780;26,41%;-23,11%;2020-11-06;450
Lufthansa Airlines;44;2021-11-06;990;956,9;2019-11-09;1270;-22,05%;-23,06%;2020-11-07;383
Lufthansa Airlines;44;2021-11-07;981;959;2019-11-10;1349;-27,28%;-22,67%;2020-11-08;431
Lufthansa Airlines;45;2021-11-08;970;957,6;2019-11-11;1505;-35,55%;-22,78%;2020-11-09;316
Lufthansa Airlines;45;2021-11-09;896;956,3;2019-11-12;1460;-38,63%;-22,77%;2020-11-10;238
Lufthansa Airlines;45;2021-11-10;928;955,4;2019-11-13;1492;-37,80%;-22,80%;2020-11-11;282
Lufthansa Airlines;45;2021-11-11;945;956,6;2019-11-14;1520;-37,83%;-28,58%;2020-11-12;290
Lufthansa Airlines;45;2021-11-12;964;953,4;2019-11-15;1514;-36,33%;-33,99%;2020-11-13;332
Lufthansa Airlines;45;2021-11-13;930;944,9;2019-11-16;1302;-28,57%;-34,79%;2020-11-14;285
Lufthansa Airlines;45;2021-11-14;941;939,1;2019-11-17;1357;-30,66%;-35,23%;2020-11-15;359
Lufthansa Airlines;46;2021-11-15;972;939,4;2019-11-18;1513;-35,76%;-35,26%;2020-11-16;294
Lufthansa Airlines;46;2021-11-16;887;938,1;2019-11-19;1463;-39,37%;-35,37%;2020-11-17;215
Lufthansa Airlines;46;2021-11-17;926;937,9;2019-11-20;1492;-37,94%;-35,39%;2020-11-18;254
Lufthansa Airlines;46;2021-11-18;941;937,3;2019-11-21;1521;-38,13%;-35,44%;2020-11-19;269
Lufthansa Airlines;46;2021-11-19;967;937,7;2019-11-22;1526;-36,63%;-35,48%;2020-11-20;308
Lufthansa Airlines;46;2021-11-20;929;937,6;2019-11-23;1301;-28,59%;-35,49%;2020-11-21;263
Lufthansa Airlines;46;2021-11-21;927;935,6;2019-11-24;1349;-31,28%;-35,57%;2020-11-22;280
Lufthansa Airlines;47;2021-11-22;965;934,6;2019-11-25;1465;-34,13%;-35,34%;2020-11-23;271
Lufthansa Airlines;47;2021-11-23;906;937,3;2019-11-26;1458;-37,86%;-35,12%;2020-11-24;203
Lufthansa Airlines;47;2021-11-24;932;938,1;2019-11-27;1489;-37,41%;-35,04%;2020-11-25;237
Lufthansa Airlines;47;2021-11-25;946;938,9;2019-11-28;1492;-36,60%;-34,80%;2020-11-26;249
Lufthansa Airlines;47;2021-11-26;965;938,6;2019-11-29;1486;-35,06%;-34,56%;2020-11-27;290
Lufthansa Airlines;47;2021-11-27;919;937,1;2019-11-30;1289;-28,70%;-34,58%;2020-11-28;242
Lufthansa Airlines;47;2021-11-28;907;934,3;2019-12-01;1339;-32,26%;-34,72%;2020-11-29;271
Lufthansa Airlines;48;2021-11-29;951;932,3;2019-12-02;1484;-35,92%;-34,98%;2020-11-30;270
Lufthansa Airlines;48;2021-11-30;859;925,6;2019-12-03;1445;-40,55%;-35,37%;2020-12-01;210
Lufthansa Airlines;48;2021-12-01;890;919,6;2019-12-04;1479;-39,82%;-35,72%;2020-12-02;246
Lufthansa Airlines;48;2021-12-02;926;916,7;2019-12-05;1460;-36,58%;-35,71%;2020-12-03;260
Lufthansa Airlines;48;2021-12-03;982;919,1;2019-12-06;1469;-33,15%;-35,43%;2020-12-04;306
Lufthansa Airlines;48;2021-12-04;927;920,3;2019-12-07;1285;-27,86%;-35,33%;2020-12-05;266
Lufthansa Airlines;48;2021-12-05;924;922,7;2019-12-08;1328;-30,42%;-35,09%;2020-12-06;282
Lufthansa Airlines;49;2021-12-06;931;919,9;2019-12-09;1479;-37,05%;-35,25%;2020-12-07;279
Lufthansa Airlines;49;2021-12-07;813;913,3;2019-12-10;1406;-42,18%;-35,46%;2020-12-08;236
Lufthansa Airlines;49;2021-12-08;882;912,1;2019-12-11;1473;-40,12%;-35,51%;2020-12-09;255
Lufthansa Airlines;49;2021-12-09;897;908;2019-12-12;1494;-39,96%;-36,02%;2020-12-10;272
Lufthansa Airlines;49;2021-12-10;925;899,9;2019-12-13;1483;-37,63%;-36,68%;2020-12-11;314
Lufthansa Airlines;49;2021-12-11;902;896,3;2019-12-14;1258;-28,30%;-36,76%;2020-12-12;274
Lufthansa Airlines;49;2021-12-12;902;893,1;2019-12-15;1311;-31,20%;-36,87%;2020-12-13;282
Lufthansa Airlines;50;2021-12-13;893;887,7;2019-12-16;1428;-37,46%;-36,93%;2020-12-14;294
Lufthansa Airlines;50;2021-12-14;778;882,7;2019-12-17;1411;-44,86%;-37,32%;2020-12-15;273
Lufthansa Airlines;50;2021-12-15;831;875,4;2019-12-18;1440;-42,29%;-37,63%;2020-12-16;327
Lufthansa Airlines;50;2021-12-16;882;873,3;2019-12-19;1469;-39,96%;-37,62%;2020-12-17;376
Lufthansa Airlines;50;2021-12-17;966;879,1;2019-12-20;1493;-35,30%;-37,27%;2020-12-18;488
Lufthansa Airlines;50;2021-12-18;978;890;2019-12-21;1314;-25,57%;-36,85%;2020-12-19;477
Lufthansa Airlines;50;2021-12-19;946;896,3;2019-12-22;1295;-26,95%;-36,30%;2020-12-20;445
Lufthansa Airlines;51;2021-12-20;904;897,9;2019-12-23;1355;-33,28%;-35,72%;2020-12-21;380
Lufthansa Airlines;51;2021-12-21;848;907,9;2019-12-24;702;20,80%;-29,92%;2020-12-22;331
Lufthansa Airlines;51;2021-12-22;936;922,9;2019-12-25;596;57,05%;-21,45%;2020-12-23;408
Lufthansa Airlines;51;2021-12-23;957;933,6;2019-12-26;933;2,57%;-15,00%;2020-12-24;209
Lufthansa Airlines;51;2021-12-24;742;901,6;2019-12-27;1024;-27,54%;-12,58%;2020-12-25;146
Lufthansa Airlines;51;2021-12-25;674;858,1;2019-12-28;991;-31,99%;-12,89%;2020-12-26;283
Lufthansa Airlines;51;2021-12-26;836;842,4;2019-12-29;1006;-16,90%;-10,75%;2020-12-27;356
Lufthansa Airlines;52;2021-12-27;874;838,1;2019-12-30;1039;-15,88%;-6,74%;2020-12-28;291
Lufthansa Airlines;52;2021-12-28;807;832,3;2019-12-31;629;28,30%;-6,30%;2020-12-29;241
Lufthansa Airlines;52;2021-12-29;840;818,6;2020-01-01;709;18,48%;-9,49%;2020-12-30;297
Lufthansa Airlines;52;2021-12-30;829;800,3;2020-01-02;1155;-28,23%;-14,51%;2020-12-31;145
Lufthansa Airlines;52;2021-12-31;624;783,4;2020-01-03;1199;-47,96%;-18,49%;2021-01-01;148
Lufthansa Airlines;52;2022-01-01;733;791,9;2019-01-05;1095;-33,06%;-18,87%;2021-01-02;391
Lufthansa Airlines;52;2022-01-02;973;811,4;2019-01-06;1235;-21,21%;-19,56%;2021-01-03;444
Lufthansa Airlines;1;2022-01-03;948;822;2019-01-07;1403;-32,43%;-22,51%;2021-01-04;372
Lufthansa Airlines;1;2022-01-04;816;823,3;2019-01-08;1376;-40,70%;-29,48%;2021-01-05;267
Lufthansa Airlines;1;2022-01-05;839;823,1;2019-01-09;1288;-34,86%;-34,16%;2021-01-06;338
Lufthansa Airlines;1;2022-01-06;818;821,6;2019-01-10;1317;-37,89%;-35,48%;2021-01-07;308
Lufthansa Airlines;1;2022-01-07;877;857,7;2019-01-11;1234;-28,93%;-32,90%;2021-01-08;346
Lufthansa Airlines;1;2022-01-08;926;885,3;2019-01-12;1223;-24,28%;-31,72%;2021-01-09;376
Lufthansa Airlines;1;2022-01-09;922;878;2019-01-13;1282;-28,08%;-32,63%;2021-01-10;406
Lufthansa Airlines;2;2022-01-10;841;862,7;2019-01-14;1405;-40,14%;-33,82%;2021-01-11;321
Lufthansa Airlines;2;2022-01-11;695;845,4;2019-01-15;909;-23,54%;-31,65%;2021-01-12;249
Lufthansa Airlines;2;2022-01-12;669;821,1;2019-01-16;1434;-53,35%;-34,71%;2021-01-13;246
Lufthansa Airlines;2;2022-01-13;679;801,3;2019-01-17;1465;-53,65%;-37,34%;2021-01-14;281
Lufthansa Airlines;2;2022-01-14;762;784,9;2019-01-18;1464;-47,95%;-40,17%;2021-01-15;292
Lufthansa Airlines;2;2022-01-15;777;763,6;2019-01-19;1250;-37,84%;-41,96%;2021-01-16;283
Lufthansa Airlines;2;2022-01-16;769;741,7;2019-01-20;1293;-40,53%;-43,69%;2021-01-17;312
Lufthansa Airlines;3;2022-01-17;741;727,4;2019-01-21;1456;-49,11%;-45,08%;2021-01-18;252
Lufthansa Airlines;3;2022-01-18;602;714,1;2019-01-22;1423;-57,70%;-48,91%;2021-01-19;203
Lufthansa Airlines;3;2022-01-19;596;703,7;2019-01-23;1427;-58,23%;-49,62%;2021-01-20;221
Lufthansa Airlines;3;2022-01-20;677;703,4;2019-01-24;1467;-53,85%;-49,65%;2021-01-21;233
Lufthansa Airlines;3;2022-01-21;733;699,3;2019-01-25;1395;-47,46%;-49,59%;2021-01-22;257
Lufthansa Airlines;3;2022-01-22;710;689,7;2019-01-26;1254;-43,38%;-50,30%;2021-01-23;257
Lufthansa Airlines;3;2022-01-23;734;684,7;2019-01-27;1306;-43,80%;-50,73%;2021-01-24;270
Lufthansa Airlines;4;2022-01-24;642;670,6;2019-01-28;1471;-56,36%;-51,82%;2021-01-25;238
Lufthansa Airlines;4;2022-01-25;564;665,1;2019-01-29;1448;-61,05%;-52,33%;2021-01-26;183
Lufthansa Airlines;4;2022-01-26;590;664,3;2019-01-30;1434;-58,86%;-52,43%;2021-01-27;200
Lufthansa Airlines;4;2022-01-27;646;659,9;2019-01-31;1401;-53,89%;-52,43%;2021-01-28;233
Norwegian Group;39;2021-10-01;318;271,4;2019-10-04;656;-51,52%;-57,50%;2020-10-02;157
Norwegian Group;39;2021-10-02;203;273,3;2019-10-05;535;-62,06%;-57,14%;2020-10-03;87
Norwegian Group;39;2021-10-03;321;275,9;2019-10-06;647;-50,39%;-56,56%;2020-10-04;141
Norwegian Group;40;2021-10-04;313;280,1;2019-10-07;659;-52,50%;-55,74%;2020-10-05;155
Norwegian Group;40;2021-10-05;268;283,3;2019-10-08;634;-57,73%;-55,21%;2020-10-06;130
Norwegian Group;40;2021-10-06;288;286,1;2019-10-09;631;-54,36%;-54,64%;2020-10-07;142
Norwegian Group;40;2021-10-07;317;289,7;2019-10-10;660;-51,97%;-54,14%;2020-10-08;149
Norwegian Group;40;2021-10-08;321;290,1;2019-10-11;655;-50,99%;-54,06%;2020-10-09;153
Norwegian Group;40;2021-10-09;218;292,3;2019-10-12;531;-58,95%;-53,68%;2020-10-10;83
Norwegian Group;40;2021-10-10;319;292;2019-10-13;643;-50,39%;-53,68%;2020-10-11;140
Norwegian Group;41;2021-10-11;313;292;2019-10-14;654;-52,14%;-53,63%;2020-10-12;147
Norwegian Group;41;2021-10-12;267;291,9;2019-10-15;639;-58,22%;-53,70%;2020-10-13;130
Norwegian Group;41;2021-10-13;282;291;2019-10-16;635;-55,59%;-53,88%;2020-10-14;139
Norwegian Group;41;2021-10-14;317;291;2019-10-17;656;-51,68%;-53,84%;2020-10-15;143
Norwegian Group;41;2021-10-15;314;290;2019-10-18;649;-51,62%;-53,94%;2020-10-16;145
Norwegian Group;41;2021-10-16;213;289,3;2019-10-19;529;-59,74%;-54,03%;2020-10-17;84
Norwegian Group;41;2021-10-17;322;289,7;2019-10-20;638;-49,53%;-53,91%;2020-10-18;137
Norwegian Group;42;2021-10-18;309;289,1;2019-10-21;653;-52,68%;-53,99%;2020-10-19;147
Norwegian Group;42;2021-10-19;267;289,1;2019-10-22;626;-57,35%;-53,85%;2020-10-20;124
Norwegian Group;42;2021-10-20;277;288,4;2019-10-23;633;-56,24%;-53,95%;2020-10-21;139
Norwegian Group;42;2021-10-21;318;288,6;2019-10-24;659;-51,75%;-53,95%;2020-10-22;145
Norwegian Group;42;2021-10-22;309;287,9;2019-10-25;646;-52,17%;-54,04%;2020-10-23;145
Norwegian Group;42;2021-10-23;196;285,4;2019-10-26;516;-62,02%;-54,29%;2020-10-24;78
Norwegian Group;42;2021-10-24;318;284,9;2019-10-27;590;-46,10%;-53,87%;2020-10-25;140
Norwegian Group;43;2021-10-25;303;284;2019-10-28;543;-44,20%;-52,81%;2020-10-26;128
Norwegian Group;43;2021-10-26;265;283,7;2019-10-29;498;-46,79%;-51,38%;2020-10-27;112
Norwegian Group;43;2021-10-27;273;283,1;2019-10-30;513;-46,78%;-50,01%;2020-10-28;116
Norwegian Group;43;2021-10-28;319;283,3;2019-10-31;555;-42,52%;-48,64%;2020-10-29;126
Norwegian Group;43;2021-10-29;309;283,3;2019-11-01;563;-45,12%;-47,51%;2020-10-30;130
Norwegian Group;43;2021-10-30;192;282,7;2019-11-02;361;-46,81%;-45,38%;2020-10-31;54
Norwegian Group;43;2021-10-31;319;282,9;2019-11-03;559;-42,93%;-44,88%;2020-11-01;141
Norwegian Group;44;2021-11-01;296;281,9;2019-11-04;543;-45,49%;-45,07%;2020-11-02;130
Norwegian Group;44;2021-11-02;257;280,7;2019-11-05;499;-48,50%;-45,31%;2020-11-03;117
Norwegian Group;44;2021-11-03;263;279,3;2019-11-06;513;-48,73%;-45,59%;2020-11-04;120
Norwegian Group;44;2021-11-04;310;278;2019-11-07;554;-44,04%;-45,82%;2020-11-05;131
Norwegian Group;44;2021-11-05;302;277;2019-11-08;564;-46,45%;-46,03%;2020-11-06;138
Norwegian Group;44;2021-11-06;162;272,7;2019-11-09;348;-53,45%;-46,68%;2020-11-07;46
Norwegian Group;44;2021-11-07;317;272,4;2019-11-10;557;-43,09%;-46,70%;2020-11-08;136
Norwegian Group;45;2021-11-08;296;272,4;2019-11-11;534;-44,57%;-46,57%;2020-11-09;126
Norwegian Group;45;2021-11-09;252;271,7;2019-11-12;487;-48,25%;-46,53%;2020-11-10;68
Norwegian Group;45;2021-11-10;264;271,9;2019-11-13;508;-48,03%;-46,42%;2020-11-11;50
Norwegian Group;45;2021-11-11;302;270,7;2019-11-14;550;-45,09%;-46,59%;2020-11-12;50
Norwegian Group;45;2021-11-12;301;270,6;2019-11-15;560;-46,25%;-46,56%;2020-11-13;51
Norwegian Group;45;2021-11-13;158;270;2019-11-16;343;-53,94%;-46,60%;2020-11-14;13
Norwegian Group;45;2021-11-14;315;269,7;2019-11-17;559;-43,65%;-46,68%;2020-11-15;44
Norwegian Group;46;2021-11-15;292;269,1;2019-11-18;534;-45,32%;-46,79%;2020-11-16;50
Norwegian Group;46;2021-11-16;256;269,7;2019-11-19;484;-47,11%;-46,64%;2020-11-17;48
Norwegian Group;46;2021-11-17;267;270,1;2019-11-20;502;-46,81%;-46,46%;2020-11-18;50
Norwegian Group;46;2021-11-18;305;270,6;2019-11-21;549;-44,44%;-46,36%;2020-11-19;50
Norwegian Group;46;2021-11-19;296;269,9;2019-11-22;563;-47,42%;-46,55%;2020-11-20;51
Norwegian Group;46;2021-11-20;160;270,1;2019-11-23;342;-53,22%;-46,48%;2020-11-21;11
Norwegian Group;46;2021-11-21;310;269,4;2019-11-24;556;-44,24%;-46,57%;2020-11-22;44
Norwegian Group;47;2021-11-22;292;269,4;2019-11-25;540;-45,93%;-46,66%;2020-11-23;55
Norwegian Group;47;2021-11-23;252;268,9;2019-11-26;482;-47,72%;-46,75%;2020-11-24;56
Norwegian Group;47;2021-11-24;268;269;2019-11-27;507;-47,14%;-46,79%;2020-11-25;58
Norwegian Group;47;2021-11-25;301;268,4;2019-11-28;551;-45,37%;-46,94%;2020-11-26;59
Norwegian Group;47;2021-11-26;294;268,1;2019-11-29;556;-47,12%;-46,89%;2020-11-27;59
Norwegian Group;47;2021-11-27;163;268,6;2019-11-30;345;-52,75%;-46,85%;2020-11-28;11
Norwegian Group;47;2021-11-28;309;268,4;2019-12-01;561;-44,92%;-46,95%;2020-11-29;48
Norwegian Group;48;2021-11-29;285;267,4;2019-12-02;521;-45,30%;-46,86%;2020-11-30;46
Norwegian Group;48;2021-11-30;247;266,7;2019-12-03;473;-47,78%;-46,87%;2020-12-01;36
Norwegian Group;48;2021-12-01;255;264,9;2019-12-04;493;-48,28%;-47,03%;2020-12-02;38
Norwegian Group;48;2021-12-02;302;265;2019-12-05;551;-45,19%;-47,00%;2020-12-03;48
Norwegian Group;48;2021-12-03;300;265,9;2019-12-06;565;-46,90%;-46,96%;2020-12-04;59
Norwegian Group;48;2021-12-04;168;266,6;2019-12-07;352;-52,27%;-46,93%;2020-12-05;11
Norwegian Group;48;2021-12-05;314;267,3;2019-12-08;572;-45,10%;-46,95%;2020-12-06;50
Norwegian Group;49;2021-12-06;288;267,7;2019-12-09;529;-45,56%;-46,99%;2020-12-07;49
Norwegian Group;49;2021-12-07;253;268,6;2019-12-10;467;-45,82%;-46,73%;2020-12-08;40
Norwegian Group;49;2021-12-08;273;271,1;2019-12-11;498;-45,18%;-46,29%;2020-12-09;43
Norwegian Group;49;2021-12-09;299;270,7;2019-12-12;554;-46,03%;-46,42%;2020-12-10;52
Norwegian Group;49;2021-12-10;299;270,6;2019-12-13;562;-46,80%;-46,41%;2020-12-11;60
Norwegian Group;49;2021-12-11;169;270,7;2019-12-14;344;-50,87%;-46,26%;2020-12-12;11
Norwegian Group;49;2021-12-12;312;270,4;2019-12-15;565;-44,78%;-46,21%;2020-12-13;50
Norwegian Group;50;2021-12-13;288;270,4;2019-12-16;542;-46,86%;-46,40%;2020-12-14;48
Norwegian Group;50;2021-12-14;259;271,3;2019-12-17;494;-47,57%;-46,64%;2020-12-15;44
Norwegian Group;50;2021-12-15;274;271,4;2019-12-18;525;-47,81%;-47,02%;2020-12-16;50
Norwegian Group;50;2021-12-16;305;272,3;2019-12-19;569;-46,40%;-47,07%;2020-12-17;64
Norwegian Group;50;2021-12-17;309;273,7;2019-12-20;570;-45,79%;-46,91%;2020-12-18;73
Norwegian Group;50;2021-12-18;180;275,3;2019-12-21;392;-54,08%;-47,31%;2020-12-19;39
Norwegian Group;50;2021-12-19;326;277,3;2019-12-22;546;-40,29%;-46,65%;2020-12-20;70
Norwegian Group;51;2021-12-20;312;280,7;2019-12-23;460;-32,17%;-44,74%;2020-12-21;70
Norwegian Group;51;2021-12-21;284;284,3;2019-12-24;172;65,12%;-38,47%;2020-12-22;74
Norwegian Group;51;2021-12-22;317;290,4;2019-12-25;182;74,18%;-29,68%;2020-12-23;73
Norwegian Group;51;2021-12-23;344;296;2019-12-26;447;-23,04%;-25,17%;2020-12-24;24
Norwegian Group;51;2021-12-24;86;264,1;2019-12-27;484;-82,23%;-31,08%;2020-12-25;17
Norwegian Group;51;2021-12-25;121;255,7;2019-12-28;377;-67,90%;-32,91%;2020-12-26;35
Norwegian Group;51;2021-12-26;329;256,1;2019-12-29;555;-40,72%;-33,02%;2020-12-27;82
Norwegian Group;52;2021-12-27;287;252,6;2019-12-30;483;-40,58%;-34,52%;2020-12-28;70
Norwegian Group;52;2021-12-28;251;247,9;2019-12-31;298;-15,77%;-38,61%;2020-12-29;67
Norwegian Group;52;2021-12-29;268;240,9;2020-01-01;423;-36,64%;-45,03%;2020-12-30;66
Norwegian Group;52;2021-12-30;291;233,3;2020-01-02;516;-43,60%;-47,93%;2020-12-31;38
Norwegian Group;52;2021-12-31;168;245;2020-01-03;502;-66,53%;-45,62%;2021-01-01;54
Norwegian Group;52;2022-01-01;175;252,7;2019-01-05;480;-63,54%;-45,69%;2021-01-02;43
